Long/allres_l.tst,A,1000
Long/bardet_probl_l.tst,A,2
Long/brnoeth_l.tst,FAIL,0
Long/bug_39.tst,A,770
Long/bug_45.tst,A,91
Long/bug_4.tst,C,1
Long/bug_res.tst,A,278
Long/bug_tr164.tst,FAIL,0
Long/charseries_l.tst,FAIL,0
Long/classify2.tst,C,1
Long/classify_l.tst,A,14
Long/cyclic-sba_l.tst,C,1
Long/deform_l.tst,A,5
Long/det_minor.tst,A,11
Long/eco-sba_l.tst,FAIL,0
Long/eliminate_2.tst,A,2
Long/eliminate_6.tst,A,2
Long/eliminate_8.tst,A,4
Long/factorizep_l.tst,C,1
Long/factorizeQa_l.tst,C,1
Long/factorizeQ_l.tst,C,1
Long/fetch_l.tst,A,35
Long/fglm1_l.tst,A,14
Long/fglmquot1_l.tst,A,4
Long/finvar2_l.tst,C,1
Long/finvar_l.tst,C,1
Long/fres_l.tst,C,1
Long/gcd0_l.tst,A,50
Long/gcdp_l.tst,A,38
Long/gcd_univar_p_create.tst,C,1
Long/gmssin_l.tst,A,2
Long/groebner_l.tst,A,17
Long/hnoether_l.tst,A,2
Long/homtest.tst,A,2
Long/hres_l.tst,A,14
Long/intdet_l.tst,A,20
Long/jmsconst.tst,C,1
Long/lres_l.tst,A,58
Long/makedbm_l.tst,A,1000
Long/minor_l.tst,A,59
